id,nome,sexo,email,cpf,rg,celular,cep,endereco,numero,bairro,cidade,estado,peso,tipo_sanguineo,data_nasc
8442,Diogo Luiz da Mota,Masculino,diogoluizdamota..diogoluizdamota@mailnull.com,44571989008,33.778.500-4,(81) 99321-1866,54470-130,Rua Salvador,445,Barra de Jangada,Jaboatão dos Guararapes,PE,62,A-,1946-05-25
8443,Osvaldo Caio Lucca Castro,Masculino,osvaldocaioluccacastro__osvaldocaioluccacastro@original-veiculos.com.br,97528705462,29.963.287-8,(96) 99718-0057,68909-012,Avenida Severino Gomes de Almeida,289,Novo Horizonte,Macapá,AP,95,A-,1988-11-07
8444,Leonardo Vicente Aparício,Masculino,leonardovicenteaparicio_@salera.com.br,67885980618,20.578.105-6,(42) 98318-9220,84021-470,Rua Rutilo,339,Neves,Ponta Grossa,PR,75,O-,1964-11-22
8445,Liz Marina Rita Gonçalves,Feminino,llizmarinaritagoncalves@cedda.com.br,68386218274,31.742.947-4,(68) 99626-8072,69901-537,Rua C,463,São Francisco,Rio Branco,AC,47,AB-,1991-06-24
8446,Sabrina Márcia dos Santos,Feminino,ssabrinamarciadossantos@teofilorezende.com.br,52589396694,50.027.784-9,(61) 98559-3068,72831-640,Rua Mariana Rezende Morais,332,Residencial Copaíbas,Luziânia,GO,76,B+,1954-09-01
8447,Bernardo Raimundo Carvalho,Masculino,bbernardoraimundocarvalho@caiuas.com.br,63423730609,22.260.790-7,(68) 99460-9810,69915-828,Rua Quinauá,421,Portal da Amazônia,Rio Branco,AC,56,AB+,1965-01-20
8448,Edson Jorge Manoel da Paz,Masculino,edsonjorgemanoeldapaz_@uniara.com.br,38599470523,30.928.954-3,(67) 99871-6587,79116-472,Rua Ibiapina,138,Parque dos Laranjais,Campo Grande,MS,91,A+,1956-07-12
8449,Isabelly Emilly Pires,Feminino,iisabellyemillypires@locare-eventos.com.br,20691349037,17.116.685-1,(83) 99833-9601,58401-438,Rua Napoleão Laureano,328,Alto Branco,Campina Grande,PB,80,B-,2001-05-01
8450,Henry Leonardo Farias,Masculino,henryleonardofarias..henryleonardofarias@tuds.com.br,10443314535,35.785.678-8,(92) 98257-0743,69088-031,Rua Angelim,186,Jorge Teixeira,Manaus,AM,94,AB-,1954-01-25
8451,Sophie Gabriela Elza da Rosa,Feminino,sophiegabrielaelzadarosa_@victorseguros.com.br,82339314704,23.321.047-7,(86) 98559-4686,64200-370,Rua Bacharel Benjamin Constant,658,Centro,Parnaíba,PI,81,AB-,2001-08-06
8452,Maria Isabelly da Costa,Feminino,mariaisabellydacosta-83@zf-lenksysteme.com,11915692768,16.925.230-9,(86) 98521-6713,64056-230,Rua Papoulas,177,Morada do Sol,Teresina,PI,68,A+,1954-03-15
8453,Daniel Yuri da Rosa,Masculino,ddanielyuridarosa@andrepires.com.br,40471052442,42.583.867-5,(62) 98755-4862,74967-800,Rua Serra Dourada,113,Parque Rio das Pedras,Aparecida de Goiânia,GO,57,A-,1958-05-07
8454,Ricardo Lorenzo Benedito Ramos,Masculino,ricardolorenzobeneditoramos_@metododerose.org,67912399569,43.063.881-4,(34) 99829-6033,38414-191,Rua Edson Vieira Costa,974,Jardim Patrícia,Uberlândia,MG,75,O-,1955-05-25
8455,Kevin Kaique Silveira,Masculino,kkevinkaiquesilveira@transmazza.com.br,24753357775,41.766.832-6,(68) 99342-0885,69901-139,Rua Gomes do Rola,901,Morada do Sol,Rio Branco,AC,82,O-,1954-10-02
8456,Cláudio Geraldo Oliveira,Masculino,claudiogeraldooliveira_@rafaelsouza.com.br,65208286700,34.781.693-9,(14) 99638-2429,17030-070,Rua Vespasiano Bastazini,527,Vila Monlevade,Bauru,SP,76,B-,1958-10-12
8457,Joaquim Marcos Baptista,Masculino,joaquimmarcosbaptista__joaquimmarcosbaptista@gameecia.com.br,44973216143,35.516.619-7,(48) 98985-9317,88805-095,Rua Silvino Rováris,529,Pinheirinho,Criciúma,SC,91,B-,1941-08-04
8458,Márcia Maya Moreira,Feminino,marciamayamoreira_@deskprint.com.br,13909930603,10.676.812-8,(84) 98327-6648,59122-700,Avenida Nossa Senhora dos Navegantes,108,Redinha,Natal,RN,77,AB+,1975-12-02
8459,Stella Isabella Patrícia Oliveira,Feminino,sstellaisabellapatriciaoliveira@comprehense.com.br,91119874726,27.119.037-1,(21) 98404-9850,25265-078,Rua Visconde de Sinimbu,821,Jardim Anhangá,Duque de Caxias,RJ,53,O-,1973-10-24
8460,Antônia Emilly Duarte,Feminino,antoniaemillyduarte-73@eletrovip.com,72211071813,21.361.807-2,(31) 99679-8126,32687-454,Rua Galácia,594,Renascer,Betim,MG,60,A-,1978-07-06
8461,Pedro Márcio Nathan Duarte,Masculino,pedromarcionathanduarte__pedromarcionathanduarte@odebrecht.com,38725782436,29.164.427-2,(92) 98369-9675,69088-727,Rua U,649,Jorge Teixeira,Manaus,AM,98,B-,1960-04-17
8462,Thomas Calebe Gomes,Masculino,tthomascalebegomes@araraquara.com.br,06275232773,25.315.206-9,(54) 99561-3085,95030-420,Rua João Augusto Carlos Cosner,613,Santa Catarina,Caxias do Sul,RS,89,AB+,1949-05-12
8463,Anthony Heitor Giovanni Barbosa,Masculino,anthonyheitorgiovannibarbosa__anthonyheitorgiovannibarbosa@zipmail.com.br,07869177768,38.618.918-3,(95) 98266-7458,69317-322,Rua Francisco Anacleto da Silva,364,Equatorial,Boa Vista,RR,107,AB+,1961-10-19
8464,Eloá Sandra Carolina Barbosa,Feminino,eloasandracarolinabarbosa_@virtualcriativa.com.br,75231087840,29.652.837-7,(47) 99345-5520,89207-651,Rua Santo Agostinho,684,Guanabara,Joinville,SC,73,A+,1976-01-22
8465,Luciana Stefany Sueli Dias,Feminino,lucianastefanysuelidias..lucianastefanysuelidias@fertility.com.br,88834487583,39.395.793-7,(82) 98921-9949,57072-311,Rua da Forene,958,Cidade Universitária,Maceió,AL,59,O+,2002-05-06
8466,Yago Erick Cavalcanti,Masculino,yagoerickcavalcanti..yagoerickcavalcanti@aspadvocacia.com,68399384259,25.704.120-5,(69) 99297-8115,76962-264,Rua Ijad Did,350,Residencial Parque Brizon,Cacoal,RO,74,O+,1964-06-27
8467,José Anthony Sebastião da Rosa,Masculino,joseanthonysebastiaodarosa__joseanthonysebastiaodarosa@itatiaia.net,31538340836,12.852.212-4,(61) 99663-1165,70254-110,Quadra SQS 208 Bloco K,648,Asa Sul,Brasília,DF,68,O+,1971-05-23
8468,Bryan Bernardo Almada,Masculino,bryanbernardoalmada_@embraer.com.br,53727843420,48.359.098-8,(11) 98603-8432,12922-092,Rua Antonio Pierotti,708,Cidade Planejada I,Bragança Paulista,SP,50,B-,1989-02-13
8469,Pietra Carolina Valentina Oliveira,Feminino,pietracarolinavalentinaoliveira__pietracarolinavalentinaoliveira@cpfl.com.br,57860613883,42.219.505-4,(41) 99556-7212,82720-330,Rua Celeste Paschoal Milani,396,Santa Cândida,Curitiba,PR,68,AB+,1988-08-11
8470,Miguel Joaquim Carlos Eduardo Sales,Masculino,migueljoaquimcarloseduardosales..migueljoaquimcarloseduardosales@cognis.com,59916638900,44.617.929-2,(55) 99848-6227,97543-450,Rua Rincão dos Poetas,177,Progresso,Alegrete,RS,74,A-,1954-10-02
8471,Roberto Fernando Ruan Souza,Masculino,robertofernandoruansouza..robertofernandoruansouza@escolajardim.com.br,43381904779,42.192.434-2,(91) 99647-2999,67013-713,Alameda B,152,Atalaia,Ananindeua,PA,60,AB+,1967-02-03
8472,Francisco Márcio Carlos Eduardo da Cunha,Masculino,franciscomarciocarloseduardodacunha__franciscomarciocarloseduardodacunha@lubeka.com.br,62910100030,27.397.361-7,(51) 99948-3931,94859-250,Rua Marcos Vinícios C. de Moraes,659,Jardim Algarve,Alvorada,RS,75,AB-,1977-11-17
8473,Ian Samuel Pinto,Masculino,iansamuelpinto__iansamuelpinto@maissaude.adm.br,49188581632,14.144.047-8,(61) 99373-6289,73751-525,Quadra 18 MR 2,346,Setor Norte,Planaltina,GO,84,B-,1980-01-04
8474,Edson Carlos Eduardo Gonçalves,Masculino,edsoncarloseduardogoncalves_@redacaofinal.com.br,56239858820,48.159.743-8,(86) 99661-3852,64032-059,Rua Erenílson Santos,408,Santo Antônio,Teresina,PI,75,B-,1956-11-24
8475,Márcio Manuel Moura,Masculino,marciomanuelmoura-94@hotmailo.com,93417269130,39.834.251-9,(54) 98530-8805,99025-135,Rua Apassul,719,Boqueirão,Passo Fundo,RS,80,AB+,1968-05-14
8476,Silvana Alana Joana Pereira,Feminino,silvanaalanajoanapereira..silvanaalanajoanapereira@tecnew.net,71911792288,33.245.171-9,(65) 98809-2949,78128-060,Rua Elis Regina,447,Costa Verde,Várzea Grande,MT,69,AB+,1974-09-25
8477,Enzo Iago Mateus Souza,Masculino,enzoiagomateussouza__enzoiagomateussouza@recnev.com.br,02111316369,31.901.473-3,(68) 98105-3642,69911-683,Travessa 13 de Junho,351,Bahia Nova,Rio Branco,AC,105,A-,1986-03-09
8478,Renan Cauê Rodrigues,Masculino,renancauerodrigues__renancauerodrigues@contabilidadelibra.com.br,06201576827,41.108.349-1,(95) 98281-2248,69306-300,Rua Aruaque,785,Nossa Senhora Aparecida,Boa Vista,RR,68,A+,1996-06-03
8479,Mariah Rebeca Fabiana da Cunha,Feminino,mariahrebecafabianadacunha..mariahrebecafabianadacunha@fernandesfilpi.com.br,67658972835,19.611.445-7,(99) 98597-1620,65603-030,Rua Dois,748,Seriema,Caxias,MA,85,AB-,1956-11-10
8480,Mirella Yasmin Costa,Feminino,mirellayasmincosta_@gruposeteestrelas.com.br,47635898817,32.817.134-7,(63) 98818-1497,77024-386,Quadra 1202 Sul Avenida LO 29,108,Plano Diretor Sul,Palmas,TO,48,A-,1982-08-08
8481,Simone Sophia Luciana da Conceição,Feminino,ssimonesophialucianadaconceicao@quintadoslagos.com.br,44652801572,35.499.070-6,(96) 98223-9781,68907-400,Alameda Tróia,313,Renascer,Macapá,AP,68,B+,1956-06-14
8482,Bruno Caio Thiago Castro,Masculino,brunocaiothiagocastro_@aedu.com,22346214370,41.753.931-9,(11) 98706-3781,09842-410,Rua Acrisiatas,643,Batistini,São Bernardo do Campo,SP,62,B-,1965-04-12
8483,Henry Igor Fogaça,Masculino,henryigorfogaca_@brastek.com.br,36842110360,10.088.786-7,(85) 99674-9853,60767-625,Rua 16,576,Mondubim,Fortaleza,CE,54,AB-,1980-05-14
8484,Marcos Luan da Rocha,Masculino,marcosluandarocha_@hitmail.com,15790775012,35.748.201-3,(67) 99767-3799,79092-494,Avenida Manoel Joaquim de Moraes,315,Vila Jussara,Campo Grande,MS,104,AB-,2001-08-27
8485,Cristiane Márcia Nicole Barbosa,Feminino,cristianemarcianicolebarbosa..cristianemarcianicolebarbosa@raposoengenharia.com.br,19177556437,11.493.377-7,(81) 98237-7067,54756-405,Rua Riacho Dois,184,Tabatinga,Camaragibe,PE,85,B-,1966-08-03
8486,Sueli Silvana Natália Aparício,Feminino,ssuelisilvananataliaaparicio@geopx.com.br,16944651440,13.960.192-2,(69) 98169-1287,76906-574,Rua Eva Teixeira Couy,547,Colina Park I,Ji-Paraná,RO,82,O-,1995-01-03
8487,Maya Priscila Andrea Duarte,Feminino,mayapriscilaandreaduarte_@dmcard.com.br,47017245997,30.555.398-7,(84) 98199-1768,59112-200,Avenida das Fronteiras,110,Potengi,Natal,RN,76,AB-,1997-07-05
8488,Iago Daniel Cardoso,Masculino,iagodanielcardoso-83@br.ibm.com,76477136988,30.273.794-7,(92) 99344-5911,69104-244,Rua Laete Torres,723,Jauari I,Itacoatiara,AM,83,A-,1966-07-12
8489,Giovanna Sônia Natália Lopes,Feminino,giovannasonianatalialopes_@cvc.com.br,69313814072,33.297.882-5,(83) 98440-2034,58434-330,Rua José Fernandes Moscoso,866,Serrotão,Campina Grande,PB,59,B+,1948-06-23
8490,Andrea Elaine Lopes,Feminino,andreaelainelopes-91@ept.com.br,61164198360,17.917.131-8,(91) 99102-7788,68745-035,Alameda D,174,Ianetama,Castanhal,PA,83,A-,1998-03-19
8491,Heitor Julio Carlos Sales,Masculino,heitorjuliocarlossales__heitorjuliocarlossales@gmapst.com,67983790600,16.437.858-3,(84) 99627-8933,59114-040,Rua Garibaldi Romano,368,Nossa Senhora da Apresentação,Natal,RN,84,AB+,1994-11-27
8492,Tânia Cristiane Ferreira,Feminino,taniacristianeferreira..taniacristianeferreira@morada.com.br,10248031473,30.165.531-5,(84) 98362-7040,59628-730,Rua Largo Csu,126,Alto de São Manoel,Mossoró,RN,53,B-,1980-04-25
8493,Rebeca Carolina Ferreira,Feminino,rebecacarolinaferreira__rebecacarolinaferreira@ohms.com.br,42705419462,44.584.580-6,(92) 98291-2162,69036-210,Rua Antônio Luiz Pereira,671,Compensa,Manaus,AM,66,O-,1995-08-06
8494,Natália Mariane Débora Duarte,Feminino,nataliamarianedeboraduarte-97@dominatto.ind.br,68871943503,38.975.355-5,(21) 98283-8706,26013-470,Estrada da Fazenda,103,Jardim Esplanada,Nova Iguaçu,RJ,84,AB+,1985-01-12
8495,Heloisa Alessandra Aline Monteiro,Feminino,heloisaalessandraalinemonteiro_@life.com,06290070711,50.117.663-9,(53) 99466-9876,96071-450,Rua Oito,858,Três Vendas,Pelotas,RS,48,O+,1962-10-19
8496,Julia Cristiane Sônia Moraes,Feminino,juliacristianesoniamoraes__juliacristianesoniamoraes@megamega.com.br,82858736413,28.253.112-9,(67) 99105-9646,79604-220,Rua Etelvino Custódio de Queiroz,642,Jardim Cangalha,Três Lagoas,MS,88,A-,1946-08-16
8497,Hadassa Stella Pietra Mendes,Feminino,hhadassastellapietramendes@haldex.com,02907961560,27.251.128-6,(16) 99877-3775,13573-188,Rua José Felonta Sobrinho,427,Cidade Aracy,São Carlos,SP,84,AB+,1971-03-14
8498,Liz Isabelle Nunes,Feminino,lizisabellenunes..lizisabellenunes@prudential.com,85362630245,14.910.471-6,(79) 99620-0476,49043-200,Rua Expedicionário Antônio Barros Alves,437,São Conrado,Aracaju,SE,77,AB+,1975-05-22
8499,Juan Nathan Joaquim Moraes,Masculino,juannathanjoaquimmoraes..juannathanjoaquimmoraes@univap.br,96117165757,40.184.882-6,(71) 98919-1773,40255-406,Travessa Senador Muniz Sodré,539,Matatu,Salvador,BA,102,AB+,1990-06-10
8500,Natália Rita Castro,Feminino,nataliaritacastro..nataliaritacastro@leandroreis.com,85395562869,48.005.837-4,(98) 98321-4555,65066-901,Rua Sevilha,933,Turu,São Luís,MA,63,B+,1995-12-24
8501,Erick Miguel Barbosa,Masculino,erickmiguelbarbosa..erickmiguelbarbosa@abareias.com.br,36767113786,17.691.871-1,(82) 98284-5918,57607-290,Rua da Fraternidade,995,Jardim Brasil,Palmeira dos Índios,AL,92,A+,1980-03-14
8502,Elza Carla Heloisa da Rosa,Feminino,elzacarlaheloisadarosa_@jsagromecanica.com.br,40334825636,31.083.101-5,(82) 98395-3723,57600-310,Rua José Pinto de Barros,281,Centro,Palmeira dos Índios,AL,77,B+,1994-08-21
8503,Anthony Manuel Davi da Silva,Masculino,aanthonymanueldavidasilva@citadini.imb.br,53149511852,50.896.333-3,(51) 98263-4527,91250-290,Rua Três,910,Protásio Alves,Porto Alegre,RS,105,B-,1985-02-10
8504,Rebeca Adriana Sales,Feminino,rebecaadrianasales-70@huios.com.br,19654271702,29.241.370-1,(67) 99746-1859,79036-230,Rua West Point,314,Vila Danúbio Azul,Campo Grande,MS,64,A-,1997-09-13
8505,Bento Tomás Silva,Masculino,bentotomassilva_@ciaimoveissjc.com,33789965871,32.335.725-8,(51) 98273-4883,93415-440,Rua Emílio Edwino Spindler,632,Rondônia,Novo Hamburgo,RS,81,B+,1981-08-08
8506,Renan Raul Bernardo Oliveira,Masculino,rrenanraulbernardooliveira@vitaonline.com.br,00083462830,35.446.608-2,(62) 99690-4682,74692-037,Rua Vicinal Natal,523,Privê Residencial Itanhangá,Goiânia,GO,93,B+,1951-06-27
8507,Kauê Renato Gael de Paula,Masculino,kkauerenatogaeldepaula@robiel.com.br,53544912236,41.107.584-6,(99) 98697-7552,65602-840,Rua Santa Maria,822,Centro,Caxias,MA,99,O-,1999-04-15
8508,Raimundo Miguel Pires,Masculino,raimundomiguelpires_@agltda.com.br,88786432702,45.402.260-8,(96) 98876-1156,68911-045,Avenida Rio Araguaia,113,Fazendinha,Macapá,AP,101,B+,1985-11-12
8509,Benedito Leandro Ribeiro,Masculino,bbeneditoleandroribeiro@itatiaia.net,72849964557,46.821.085-4,(63) 98493-0030,77809-310,Rua dos Comerciários,110,Jardim Mansões Palmeiras,Araguaína,TO,50,O-,1962-07-01
8510,Danilo Gabriel Lopes,Masculino,danilogabriellopes_@leanclean.com.br,34427530664,23.127.971-1,(71) 99271-3135,41351-430,Caminho 06,677,Nova Brasília,Salvador,BA,57,AB-,1993-11-14
8511,Rebeca Elisa Figueiredo,Feminino,rebecaelisafigueiredo-71@metalplasma.com.br,88702937000,43.422.833-3,(84) 99390-9997,59607-107,Rua Raimundo José Nascimento,270,Aeroporto,Mossoró,RN,49,A+,1984-12-04
8512,Fabiana Amanda Almada,Feminino,fabianaamandaalmada__fabianaamandaalmada@vigaconstrucao.com.br,57548447272,15.698.271-7,(79) 99881-0998,49072-760,Rua Vinte e Um de Abril,121,Dezoito do Forte,Aracaju,SE,79,A-,1988-12-14
8513,Amanda Giovanna Teixeira,Feminino,amandagiovannateixeira_@peopleside.com.br,53845835761,34.998.471-2,(98) 98267-4122,65058-782,Rua Três,964,Recanto dos Pássaros,São Luís,MA,68,AB-,1984-09-08
8514,Filipe Guilherme Cavalcanti,Masculino,filipeguilhermecavalcanti-76@dmarquivo.com.br,98873095240,14.406.400-5,(69) 99243-8637,76876-404,Rua Teófilo Otoni,204,Setor 09,Ariquemes,RO,72,O+,2003-03-27
8515,Marina Lívia Rodrigues,Feminino,mmarinaliviarodrigues@mectron.com.br,51195068794,14.922.764-4,(67) 99713-8495,79117-704,Rua Angelo Budib Neto,963,Vila Neusa,Campo Grande,MS,71,O-,1994-12-07
8516,Thales Luiz Manuel Moura,Masculino,thalesluizmanuelmoura_@hotmai.com,40764503022,30.891.731-5,(31) 99851-6121,31035-490,Rua São Jerônimo,473,Sagrada Família,Belo Horizonte,MG,58,A+,1957-11-27
8517,Isis Heloise Nogueira,Feminino,isisheloisenogueira_@googlemail.com,73925547789,34.527.909-8,(94) 99782-5992,68552-053,Rua C-Dezoito,945,Capuava,Redenção,PA,76,B-,1950-05-27
8518,Bernardo Breno Aragão,Masculino,bernardobrenoaragao-80@tuenkers.com.br,73199182186,28.931.542-6,(68) 98725-3637,69900-517,Rua Manoel Castor de Araújo,835,Bosque,Rio Branco,AC,93,O-,1954-08-03
8519,Lara Elisa Nascimento,Feminino,laraelisanascimento-85@iclud.com,63727354151,43.074.040-2,(63) 99933-1358,77066-160,Rua MS 16,946,Setor Morada do Sol 3 (Taquaralto),Palmas,TO,89,AB-,1962-05-20
8520,Lucca Gustavo Gonçalves,Masculino,lluccagustavogoncalves@tatyanecolo.com,58891027880,14.894.007-9,(61) 99917-8460,72428-755,Núcleo Rural Casa Grande Módulo 17 MA - 4,338,Ponte Alta (Gama),Brasília,DF,105,A-,1944-08-13
8521,Pietro Osvaldo Yago Nunes,Masculino,pietroosvaldoyagonunes..pietroosvaldoyagonunes@archosolutions.com.br,22846659265,49.923.007-3,(65) 99410-0772,78056-820,Rua P,387,João Bosco Pinheiro,Cuiabá,MT,96,AB+,1961-12-26
8522,Severino Caio Nunes,Masculino,severinocaionunes..severinocaionunes@lidertel.com.br,75795773999,49.375.475-1,(21) 98783-2349,21655-092,Travessa Araguatins,812,Anchieta,Rio de Janeiro,RJ,57,O-,1974-11-23
8523,Ayla Andreia Isabella Almeida,Feminino,aylaandreiaisabellaalmeida..aylaandreiaisabellaalmeida@vigaconstrucao.com.br,73256491340,41.329.888-7,(64) 98928-4165,75912-161,Rua Lapaz,525,Parque das Paineiras,Rio Verde,GO,77,O-,1978-12-18
8524,Nicole Sandra Caldeira,Feminino,nicolesandracaldeira__nicolesandracaldeira@outllok.com,50379785218,23.756.627-8,(82) 99525-4604,57301-300,Rua José Cícero Silva,658,São Luiz,Arapiraca,AL,75,A+,1954-08-12
8525,Pedro Augusto Mendes,Masculino,ppedroaugustomendes@folha.com.br,25340711226,12.867.710-7,(92) 98542-9626,69084-611,Rua das Palmeiras I,541,Zumbi dos Palmares,Manaus,AM,109,O-,1972-04-05
8526,Valentina Isadora Ana Rocha,Feminino,valentinaisadoraanarocha_@sercoti.com.br,05657510267,40.524.460-5,(66) 99413-8182,78715-226,Rua Maranhão,547,Jardim Santa Luzia,Rondonópolis,MT,67,O-,1977-03-08
8527,José Noah Gomes,Masculino,josenoahgomes-78@amordeconvite.com.br,61409582884,39.082.725-3,(22) 98814-9546,28035-240,Rua Doutor Olímpio Pinto,721,Centro,Campos dos Goytacazes,RJ,77,O+,1987-02-20
8528,Lucca Leonardo Moreira,Masculino,luccaleonardomoreira__luccaleonardomoreira@tricoproducts.com.br,29033098768,41.921.526-8,(24) 99490-5342,25810-200,Rua Tabajara,144,Monte Castelo,Três Rios,RJ,74,O+,1992-04-21
8529,Sueli Juliana Larissa Viana,Feminino,suelijulianalarissaviana__suelijulianalarissaviana@pibnet.com.br,97687211545,25.943.613-6,(96) 98729-4881,68904-780,Avenida Almerindo S. Farias,743,Novo Buritizal,Macapá,AP,74,AB-,1980-01-23
8530,Patrícia Analu Galvão,Feminino,ppatriciaanalugalvao@diclace.com.br,78698086101,34.505.699-1,(63) 98128-8256,77441-102,Avenida Goiás,965,Jardim Boulivard,Gurupi,TO,80,O+,1981-04-23
8531,Samuel Bernardo Fernandes,Masculino,samuelbernardofernandes-74@hitmail.com,67445601589,31.682.402-1,(68) 98602-5272,69918-788,Rua Niterói,840,Conquista,Rio Branco,AC,62,A-,2000-05-11
8532,César Alexandre Pires,Masculino,cesaralexandrepires..cesaralexandrepires@jbtc.com,99001629946,40.322.914-5,(66) 99860-6624,78717-138,Rua M,265,Residencial das Orquídeas,Rondonópolis,MT,62,O+,1950-09-05
8533,Natália Isabel Ramos,Feminino,nnataliaisabelramos@dpi.indl.com.br,81651313709,25.525.089-7,(82) 98690-6211,57048-731,Rua Manoel Menezes Ferreira Pinto,687,Antares,Maceió,AL,54,AB-,1941-05-04
8534,Henry Rafael Sérgio Mendes,Masculino,henryrafaelsergiomendes__henryrafaelsergiomendes@tetrapark.com,23923545614,35.893.732-2,(85) 99963-5302,60333-240,Rua Padre Henrique,158,Barra do Ceará,Fortaleza,CE,72,AB-,1996-07-12
8535,Matheus Yuri Aragão,Masculino,matheusyuriaragao_@globo.com,65029659897,44.444.311-3,(86) 98589-5252,64020-455,Rua Sete,659,Saci,Teresina,PI,85,B-,2002-02-24
8536,Lúcia Louise Nunes,Feminino,lucialouisenunes__lucialouisenunes@truckeixo.com.br,64843479721,14.070.524-7,(86) 99846-9879,64076-440,Rua Joaquim Nunes,556,Extrema,Teresina,PI,48,B+,1994-09-22
8537,Hadassa Andrea Raimunda Aragão,Feminino,hhadassaandrearaimundaaragao@securitycontrol.com.br,79716794673,15.836.044-8,(43) 99554-2564,86045-465,Rua Augusto Borges,779,Cafezal,Londrina,PR,53,O+,1955-03-17
8538,Yago Enzo da Luz,Masculino,yagoenzodaluz__yagoenzodaluz@coeducar.com.br,92747993302,29.633.749-3,(92) 99473-8775,69097-121,Rua Tiuma,191,Cidade Nova,Manaus,AM,69,B+,1976-06-16
8539,Daniel Luan Iago Moreira,Masculino,danielluaniagomoreira_@tedde.com.br,72456323831,19.958.679-2,(63) 98202-3786,77066-022,Rua Cristal,161,Setor Morada do Sol (Taquaralto),Palmas,TO,86,AB+,1994-10-17
8540,Gael Eduardo Igor Pinto,Masculino,gaeleduardoigorpinto_@ne.com,39241620269,13.618.118-1,(91) 98234-2820,66030-715,Rua dos Pariquis,763,Jurunas,Belém,PA,102,O+,2000-10-10
8541,Julia Renata Campos,Feminino,juliarenatacampos-86@realweb.com.br,58990820898,44.051.067-3,(96) 99111-4840,68928-130,Rua Presidente Floriano Peixoto,271,Fonte Nova,Santana,AP,74,O-,1966-01-01
8542,Samuel Diego Vitor Corte Real,Masculino,samueldiegovitorcortereal__samueldiegovitorcortereal@clickfios.com.br,72394779837,15.989.745-2,(27) 98941-5462,29163-355,Rua Pássaro Preto,981,Novo Horizonte,Serra,ES,78,AB+,1967-11-04
8543,Kauê Diogo Leonardo da Rosa,Masculino,kauediogoleonardodarosa..kauediogoleonardodarosa@fileno.com.br,23475011271,45.457.750-3,(96) 98475-4527,68927-125,Avenida Palmira Miranda Andrade,724,Provedor I,Santana,AP,94,A-,2000-03-11
8544,Priscila Heloise Marlene da Silva,Feminino,priscilaheloisemarlenedasilva__priscilaheloisemarlenedasilva@otimatransportes.com,97773126879,19.207.994-3,(67) 99545-1275,79840-070,Rua Guia Lopes,567,Vila Industrial,Dourados,MS,55,AB+,1966-06-25
8545,Giovanna Luana Pereira,Feminino,ggiovannaluanapereira@securitycontrol.com.br,80425553183,14.099.383-6,(98) 99733-6680,65052-450,Rua Santa Luzia,586,Forquilha,São Luís,MA,69,A+,2003-03-18
8546,Andrea Adriana Ferreira,Feminino,andreaadrianaferreira_@uninet.com.br,37860539608,47.662.753-9,(33) 99576-4164,39801-774,Rua Ângelo Soares,694,Itaguaçu,Teófilo Otoni,MG,87,O+,1944-11-22
8547,Sérgio Lorenzo Almada,Masculino,ssergiolorenzoalmada@ssala.com.br,54321747236,43.712.444-7,(13) 99452-1617,11706-600,Avenida Doutor Roberto de Almeida Vinhas,368,Caiçara,Praia Grande,SP,104,A-,1956-11-06
8548,Giovanna Stella Josefa Fernandes,Feminino,giovannastellajosefafernandes-95@vemter.com.br,11432049640,15.177.497-3,(35) 99470-3531,37900-272,Rua Florianópolis,581,Jardim Colégio de Passos,Passos,MG,82,AB+,1982-10-13
8549,Gustavo Thales Bernardes,Masculino,gustavothalesbernardes..gustavothalesbernardes@allianceconsultoria.com.br,51932385568,19.016.918-7,(11) 98362-3798,02721-005,Praça Professor Anatole de Abreu Lima,863,Limão,São Paulo,SP,93,O-,2003-10-25
8550,Mirella Caroline Yasmin Teixeira,Feminino,mmirellacarolineyasminteixeira@gestion.com.br,76138418395,28.329.329-9,(92) 99755-5470,69063-630,Beco Birro,250,Petrópolis,Manaus,AM,57,A-,1952-09-10
8551,Augusto Kauê Farias,Masculino,augustokauefarias_@terapeutaholistica.com.br,73759908080,46.978.739-9,(68) 98379-7994,69903-088,Rua Projetada 989,494,Parque dos Sabiás,Rio Branco,AC,52,A+,1976-08-06
8552,Esther Luana da Conceição,Feminino,estherluanadaconceicao..estherluanadaconceicao@caferibeiro.com.br,18787486962,38.568.567-1,(91) 99370-6224,68744-135,Alameda Sílvio Ramalho Filho,902,São José,Castanhal,PA,63,O-,1985-09-14
8553,Sebastião Vicente Jorge Jesus,Masculino,ssebastiaovicentejorgejesus@fransystems.com.br,36107729216,18.053.378-2,(67) 98804-5934,79041-901,Rua Marquês de Pombal 1889,989,Jardim São Lourenço,Campo Grande,MS,105,O+,1956-09-04
8554,Josefa Luzia Lorena Moreira,Feminino,josefaluzialorenamoreira_@realweb.com.br,10814418953,47.466.957-9,(96) 99837-3282,68925-970,Avenida Castro Alves 1314,227,Central,Santana,AP,49,A+,1970-02-05
8555,Heloisa Fabiana Sarah Melo,Feminino,hheloisafabianasarahmelo@technocut.com.br,83621049371,42.942.603-3,(19) 99311-6820,13970-390,Rua da Penha,175,Chácara Freitas,Itapira,SP,49,AB+,1986-06-16
